NodeID,Code,Latitude,Longitude,Height,LinkID1,LinkID2,LinkID3,LinkID4,LinkID5,LinkID6
00001B000000000309A99AA599BC7FC3,2,35.10.48.5001,136.53.57.6471,0,00001B000000000309A99CA599B8FFC1,00001B000000000309A99AA599BC7FC1,00001B000000000309A99AA599BC7FC2,,,
00001B000000000309A9AEA599C7FFC3,2,35.10.52.5186,136.53.59.9596,0,00001B000000000309A9AEA599C7FFC1,00001B000000000309A9ADA599BF7FC1,00001B000000000309A9AEA599C7FFC2,,,
00001B000000000309A9AF2599C7FFC1,2,35.10.52.6349,136.53.59.9465,0,00001B000000000309A9AEA599C7FFC1,00001B000000000309A9B22599C77FC1,,,,
00001B000000000309A9952599A57FC2,2,35.10.47.4054,136.53.53.0049,0,00001B000000000309A9952599A57FC1,00001B000000000309A991A599A1FFC1,00001B000000000309A995A599A4FFC1,,,
00001B000000000309A995A599B1FFC2,2,35.10.47.5869,136.53.55.5571,0,00001B000000000309A9952599A57FC1,00001B000000000309A996A599B1FFC1,00001B000000000309A995A599B1FFC1,,,
00001B000000000309A999A599BC7FC2,2,35.10.48.3851,136.53.57.6709,0,00001B000000000309A999A599BC7FC1,00001B000000000309A99AA599BC7FC1,,,,
00001B000000000309A9972599BCFFC2,2,35.10.47.8765,136.53.57.7759,0,00001B000000000309A999A599BC7FC1,00001B000000000309A9972599BCFFC1,,,,
00001B000000000309A9992599B17FC2,2,35.10.48.2412,136.53.55.4883,0,00001B000000000309A9992599B17FC1,00001B000000000309A999A599B17FC1,,,,
00001B000000000309A996A599B1FFC2,2,35.10.47.7138,136.53.55.5438,0,00001B000000000309A9992599B17FC1,00001B000000000309A996A599B1FFC1,,,,
00001B000000000309A999A599B17FC3,2,35.10.48.3477,136.53.55.477,0,00001B000000000309A999A599B17FC1,00001B000000000309A999A599AE7FC1,00001B000000000309A999A599B17FC2,,,
00001B000000000309A996A599BD7FC2,2,35.10.47.7471,136.53.57.8027,0,00001B000000000309A9972599BCFFC1,00001B000000000309A996A599BB7FC1,00001B000000000309A996A599BD7FC1,,,
00001B000000000309A999A599AE7FC3,2,35.10.48.3021,136.53.54.8841,0,00001B000000000309A999A599AE7FC1,00001B000000000309A998A599A4FFC1,00001B000000000309A999A599AE7FC2,,,
00001B000000000309A998A599A4FFC3,2,35.10.48.1515,136.53.52.9229,0,00001B000000000309A998A599A4FFC1,00001B000000000309A998A599A4FFC2,00001B000000000309A99BA599A0FFC1,,,
00001B000000000309A9B2A59BA57FC3,2,35.10.53.3335,136.55.35.4901,0,00001B000000000309A9B2A59BA57FC1,00001B000000000309A9B2A59BA57FC2,00001B000000000309A9B2A59BA5FFC1,,,
00001B000000000309A9A4259B9EFFC2,2,35.10.50.4951,136.55.34.195,0,00001B000000000309A9B2A59BA57FC1,00001B000000000309A9A4259B9EFFC1,,,,
00001B000000000309A922259BF27FC2,2,35.10.24.4597,136.55.50.871,0,00001B000000000309A922259BF27FC1,00001B000000000309A922A59BF17FC1,,,,
00001B000000000309A922259BF2FFC2,2,35.10.24.4231,136.55.50.9808,0,00001B000000000309A922259BF27FC1,00001B000000000309A922259BF2FFC1,,,,
00001B000000000309A92BA59AEBFFC4,2,35.10.26.3825,136.54.58.3264,0,00001B000000000309A92BA59AEBFFC1,00001B000000000309A92BA59AEBFFC2,,,,
00001B000000000309A92BA59ADBFFC2,2,35.10.26.3595,136.54.55.1645,0,00001B000000000309A92BA59AEBFFC1,00001B000000000309A92BA59ADBFFC1,,,,
00001B000000000309A93F259AC3FFC2,2,35.10.30.2425,136.54.50.3355,0,00001B000000000309A93F259AC3FFC1,00001B000000000309A93FA59AC3FFC1,,,,
00001B000000000309A93A259AC47FC2,2,35.10.29.2136,136.54.50.4162,0,00001B000000000309A93F259AC3FFC1,00001B000000000309A93A259AC47FC1,,,,
00001B000000000309A935259A35FFC2,2,35.10.28.261,136.54.21.9859,0,00001B000000000309A935259A35FFC1,00001B000000000309A935259A357FC1,,,,
00001B000000000309A935A59A397FC2,2,35.10.28.3084,136.54.22.6209,0,00001B000000000309A935259A35FFC1,00001B000000000309A935A59A397FC1,,,,
00001B000000000309A92BA59A36FFC4,2,35.10.26.3289,136.54.22.1124,0,00001B000000000309A92BA59A36FFC1,00001B000000000309A92BA59A36FFC2,00001B000000000309A92BA59A36FFC3,,,
00001B000000000309A931A59A35FFC2,2,35.10.27.564,136.54.21.9757,0,00001B000000000309A92BA59A36FFC1,00001B000000000309A931A59A35FFC1,,,,
00001B000000000309AA71A59C68FFC4,2,35.11.31.5012,136.56.14.5676,0,00001B000000000309AA71A59C68FFC1,00001B000000000309AA71A59C68FFC2,00001B000000000309AA71A59C68FFC3,00001B000000000309AA71A59C65FFC1,,
00001B000000000309AA6E259C68FFC1,2,35.11.30.8144,136.56.14.5942,0,00001B000000000309AA71A59C68FFC1,,,,,
00001B000000000309AA72259C6898C2,2,35.11.31.6115,136.56.14.5695,-0.5,00001B000000000309AA71A59C68FFC2,00001B000000000309AA72259C6B7FC1,00001B000000000309AA72259C6898C1,,,
00001B000000000309AA71259C6A7FC2,2,35.11.31.4248,136.56.14.8495,0,00001B000000000309AA71259C6A7FC1,00001B000000000309AA71A59C68FFC3,,,,
00001B000000000309AA70A59C6B7FC1,2,35.11.31.363,136.56.15.0744,0,00001B000000000309AA71259C6A7FC1,,,,,
00001B000000000309AA71A59C65FFC3,2,35.11.31.5045,136.56.13.9149,0,00001B000000000309AA71A59C65FFC1,00001B000000000309AA71A59C65FFC2,00001B000000000309AA71A59C62FFC1,,,
00001B000000000309AA6BA59C65FFC1,2,35.11.30.3041,136.56.13.9492,0,00001B000000000309AA71A59C65FFC2,,,,,
00001B000000000309AA71A59C62FFC2,2,35.11.31.5147,136.56.13.3616,0,00001B000000000309AA71A59C62FFC1,00001B000000000309AA71A59C617FC1,,,,
00001B000000000309AA71A59C617FC3,2,35.11.31.5209,136.56.13.0889,0,00001B000000000309AA71A59C617FC1,00001B000000000309AA71A59C617FC2,00001B000000000309AA72259C617FC1,,,
00001B000000000309AA71259C617FC1,2,35.11.31.4367,136.56.13.0834,0,00001B000000000309AA71A59C617FC2,,,,,
00001B000000000309AA72259C617FC2,2,35.11.31.644,136.56.13.0967,0,00001B000000000309AA72259C617FC1,00001B000000000309AA72259C5FFFC1,,,,
00001B000000000309AA72259C5FFFC5,2,35.11.31.6898,136.56.12.7974,0,00001B000000000309AA72259C5FFFC1,00001B000000000309AA72259C5FFFC2,,,,
00001B000000000309AA72259C5FFFC6,2,35.11.31.6966,136.56.12.7512,0,00001B000000000309AA72259C5FFFC2,00001B000000000309AA72259C5FFFC3,00001B000000000309AA72259C5FFFC4,00001B000000000309AA72A59C5FFFC2,,
00001B000000000309A99F259B9CFFC3,2,35.10.49.4702,136.55.33.7274,0,00001B000000000309A9A4259B9EFFC1,00001B000000000309A99F259B9CFFC1,00001B000000000309A99F259B9CFFC2,,,
00001B000000000309A99EA59B9E7FC2,2,35.10.49.3588,136.55.34.0896,0,00001B000000000309A99EA59B9E7FC1,00001B000000000309A99EA59B9F7FC1,,,,
