ExitID,NodeID,FacilityID,Name,出入口の有効幅員,扉の種類,段差
00001B000000000309A896259A2B9981,00001B000000000309A896259A2BFFC1,00001B000000000309A892259A28A681,ナディアパーク出入口,1,1,0
00001B000000000309A894A59A4E9981,00001B000000000309A894A59A4EFFC1,00001B000000000309A892259A552081,松坂屋名古屋店本館出入口,3,4,0
00001B000000000309A891A59A5F9981,00001B000000000309A891A59A5FFFC1,00001B000000000309A876A59A671A01,矢場町駅出入口,3,0,0
00001B000000000309A8B8A59A5A1981,00001B000000000309A8B8A59A5A7FC1,00001B000000000309A8B5A59A531D81,ラシック出入口,2,1,0
00001B000000000309A8CC259A319981,00001B000000000309A8CC259A31FFC1,,サカエチカ８出入口,2,0,3
00001B000000000309A8D1259A331981,00001B000000000309A8D1259A337FC1,,サカエチカ９出入口,2,0,2
00001B000000000309A8CAA59A2C9981,00001B000000000309A8CAA59A2CFFC1,00001B000000000309A8C6A59A251F81,丸栄出入口,2,1,0
00001B000000000309A8DDA599C41981,00001B000000000309A8DDA599C47FC2,00001B000000000309A8D025999B1A02,伏見駅出入口,3,0,2
00001B000000000309A8DDA599C11981,00001B000000000309A8DDA599C17FC4,00001B000000000309A8D025999B1A02,伏見駅出入口,3,0,2
00001B000000000309A8DB2599B11981,00001B000000000309A8DB2599B17FC5,00001B000000000309A8D025999B1A02,伏見駅出入口,3,0,2
00001B000000000309A8DAA599AB1981,00001B000000000309A8DAA599AB18C2,00001B000000000309A8D025999B1A02,伏見駅出入口,3,0,0
00001B000000000309A8DDA599DB1981,00001B000000000309A8DDA599DB7FC2,00001B000000000309A8D025999B1A02,伏見駅出入口,3,0,0
00001B000000000309A8C6A599A21981,00001B000000000309A8C6A599A218C3,00001B000000000309A8D025999B1A02,伏見駅３出入口,3,0,3
00001B000000000309A8BCA599A11981,00001B000000000309A8BCA599A17FC2,00001B000000000309A8D025999B1A02,伏見駅５出入口,3,0,3
00001B000000000309A8C22599A51981,00001B000000000309A8C22599A57FC1,00001B000000000309A8D025999B1A02,伏見駅４出入口,3,0,3
00001B000000000309A8ADA599911981,00001B000000000309A8ADA599917FC4,00001B000000000309A8B22599909B81,御園座会館出入口,3,4,0
00001B000000000309A86F259AC29981,00001B000000000309A86F259AC2FFC1,00001B000000000309A86D259AC21A81,ヨナ・ワールド出入口,1,2,0
00001B000000000309A88CA59AC91981,00001B000000000309A88CA59AC97FC1,00001B000000000309A88BA59ACB1C81,メディケア栄出入口,2,1,0
00001B000000000309A87A259A751981,00001B000000000309A87A259A7518C2,00001B000000000309A876A59A671A01,矢場町駅１出入口,3,0,3
00001B000000000309A88C259A5D9981,00001B000000000309A88C259A5DFFC2,00001B000000000309A892259A552081,松坂屋名古屋店本館出入口,3,4,0
00001B000000000309A87EA59A5F1981,00001B000000000309A87EA59A5F7FC2,00001B000000000309A876A59A671A01,矢場町駅５出入口,3,0,3
00001B000000000309A868A59A759981,00001B000000000309A868A59A75FFC2,00001B000000000309A876A59A671A01,矢場町駅３出入口,3,0,3
00001B000000000309A86B259A611981,00001B000000000309A86B259A617FC1,00001B000000000309A876A59A671A01,矢場町駅４出入口,3,1,3
00001B000000000309A877A599D59981,00001B000000000309A877A599D5FFC1,00001B000000000309A875A599D91A81,名古屋市美術館出入口,3,1,0
00001B000000000309A84A259A5C1981,00001B000000000309A84A259A5C7FC2,00001B000000000309A846A59A5D1A01,ランの館出入口,3,1,0
00001B000000000309A852259A001981,00001B000000000309A852259A007FC1,00001B000000000309A84EA599FE9A01,名古屋中郵便局出入口,3,1,0
00001B000000000309A8522599FA1981,00001B000000000309A8522599FA7FC1,00001B000000000309A84EA599FE9A01,名古屋中郵便局出入口,3,1,0
00001B000000000309A81AA59A4B1981,00001B000000000309A81AA59A4B18C3,00001B000000000309A809259A441A81,上前津駅１出入口,3,0,3
00001B000000000309A839A599AC98C2,00001B000000000309A839A599AC9883,00001B000000000309A83BA599A91A01,大須観音駅エレベーター,0,1,0
00001B000000000309A83AA599A49981,00001B000000000309A83AA599A498C2,00001B000000000309A83BA599A91A01,大須観音駅４出入口,3,0,3
00001B000000000309A8302599A59981,00001B000000000309A8302599A598C1,00001B000000000309A83BA599A91A01,大須観音駅３出入口,3,0,2
00001B000000000309A811A59A419981,00001B000000000309A811A59A41FFC2,00001B000000000309A809259A441A81,上前津駅１２出入口,3,6,3
00001B000000000309A7FF259A499981,00001B000000000309A7FF259A4998C2,00001B000000000309A809259A441A81,上前津駅２出入口,2,0,3
00001B000000000309A7F7A59A439981,00001B000000000309A7F7A59A4398C3,00001B000000000309A809259A441A81,上前津駅３出入口,1,0,3
00001B000000000309A804259A359981,00001B000000000309A804259A3598C2,00001B000000000309A809259A441A81,上前津駅１０出入口,3,0,1
00001B000000000309A804A59A301981,00001B000000000309A804A59A3018C2,00001B000000000309A809259A441A81,上前津駅９出入口,3,0,2
00001B000000000309A804259A1B9981,00001B000000000309A804259A1BFFC2,00001B000000000309A809259A441A81,上前津駅８出入口,2,0,2
00001B000000000309A800259A191981,00001B000000000309A800259A197FC3,00001B000000000309A809259A441A81,上前津駅７出入口,3,0,3
00001B000000000309A7FE259A2E1981,00001B000000000309A7FE259A2E18C3,00001B000000000309A809259A441A81,上前津駅６出入口,2,0,3
00001B000000000309A7FD259A371981,00001B000000000309A7FD259A377FC1,00001B000000000309A809259A441A81,上前津駅５出入口,3,0,2
00001B000000000309A776A59A121981,00001B000000000309A776A59A1218C2,00001B000000000309A77AA59A1B1A01,東別院駅３出入口,3,0,3
00001B000000000309A777259A229981,00001B000000000309A777259A2298C3,00001B000000000309A77AA59A1B1A01,東別院駅２出入口,3,0,3
00001B000000000309A77E259A249981,00001B000000000309A77E259A24FFC2,00001B000000000309A77AA59A1B1A01,東別院駅１出入口,3,0,3
00001B000000000309A77DA59A1618C2,00001B000000000309A77DA59A167FC2,00001B000000000309A77AA59A1B1A01,東別院駅エレベーター,0,1,0
00001B000000000309A77D259A129981,00001B000000000309A77D259A1298C3,00001B000000000309A77AA59A1B1A01,東別院駅４出入口,2,0,0
00001B000000000309A773A599C11981,00001B000000000309A773A599C17FC1,00001B000000000309A7742599C11A81,むつみグリーンハウス出入口,1,4,3
00001B000000000309A73AA599FA1981,00001B000000000309A73AA599FA7FC1,00001B000000000309A73C2599F61C81,名古屋市音楽プラザ正面出入口,2,1,0
00001B000000000309A728A599F11981,00001B000000000309A728A599F17FC1,00001B000000000309A72DA599E91A81,中京大学文化市民会館出入口,2,1,0
00001B000000000309A71DA599DB1981,00001B000000000309A71DA599DB7FC1,00001B000000000309A720A599D59D01,ダイエー金山店出入口,2,1,0
00001B000000000309A7182599F41981,00001B000000000309A7182599F47FC2,00001B000000000309A6FF2599D71A02,金山総合駅１出入口,3,0,0
00001B000000000309A7152599F39981,00001B000000000309A7152599F3FFC2,00001B000000000309A6FF2599D71A02,金山総合駅２出入口,2,0,0
00001B000000000309A71AA599E51981,00001B000000000309A71AA599E518C2,00001B000000000309A6FF2599D71A02,金山総合駅６出入口,3,0,2
00001B000000000309A7072599ED9981,00001B000000000309A7072599ED98C1,00001B000000000309A6FF2599D71A02,金山総合駅３出入口,3,0,3
00001B000000000309A70BA599D91981,00001B000000000309A70BA599D918C1,00001B000000000309A6FF2599D71A02,金山総合駅５出入口,3,0,3
00001B000000000309A7022599E19981,00001B000000000309A7022599E198C3,00001B000000000309A70E2599E81A01,地下鉄金山駅出入口,3,0,0
00001B000000000309A703A599E81981,00001B000000000309A703A599E818C1,00001B000000000309A6FF2599D71A02,金山総合駅４出入口,3,0,0
00001B000000000309A6F5A599C69981,00001B000000000309A6F5A599C6FFC1,00001B000000000309A6F82599C79A81,ボストン美術館出入口,3,1,0
00001B000000000309A6F5A599DA1981,00001B000000000309A6F5A599DA7FC2,00001B000000000309A6FF2599D71A02,金山総合駅南口,3,3,0
00001B000000000309A6F5A599D09981,00001B000000000309A6F5A599D0FFC2,00001B000000000309A6F82599C79A81,ボストン美術館出入口,3,1,0
00001B000000000309AA4C259D171981,00001B000000000309AA4C259D177FC1,00001B000000000309AA56A59CFD9A01,ナゴヤドーム前矢田駅１出入口,3,0,0
00001B000000000309AA5C259CF09981,00001B000000000309AA5C259CF0FFC2,00001B000000000309AA56A59CFD9A01,ナゴヤドーム前矢田駅３出入口,3,0,0
00001B000000000309A918259A591981,00001B000000000309A918259A597FC1,00001B000000000309A8E2A59A619A82,セントラルパークゲート２４出入口,3,0,0
00001B000000000309A9BB259A3218C2,00001B000000000309A9BB259A327FC4,00001B000000000309A9B0A59A279A01,市役所駅２出入口,3,1,0
00001B000000000309A8DAA599AC18C3,00001B000000000309A8DAA599AC18C2,00001B000000000309A8D025999B1A02,伏見駅出入口,2,4,0
00001B000000000309A8DAA599B018C5,00001B000000000309A8DAA599B018C3,00001B000000000309A8D025999B1A02,伏見駅出入口,2,4,0
00001B000000000309A8DCA599C198C5,00001B000000000309A8DCA599C198C3,00001B000000000309A8D025999B1A02,伏見駅出入口,3,4,0
00001B000000000309A8DCA599C418C5,00001B000000000309A8DCA599C418C4,00001B000000000309A8D025999B1A02,伏見駅出入口,3,4,0
00001B000000000309A8DDA599DA18C5,00001B000000000309A8DDA599DA18C3,00001B000000000309A8D025999B1A02,伏見駅出入口,2,4,0
00001B000000000309A91325991718C3,00001B000000000309A91325991718C2,00001B000000000309A90BA5990A9A01,国際センター駅出入口,1,1,0
00001B000000000309A8DC2599C41885,00001B000000000309A8DC2599C41884,00001B000000000309A8D025999B1A02,伏見駅D出入口,3,4,0
00001B000000000309A8DA2599AF1883,00001B000000000309A8DA2599AF1882,00001B000000000309A8D025999B1A02,伏見駅B出入口,2,4,0
00001B000000000309A8DAA599AD1883,00001B000000000309A8DAA599AD1882,00001B000000000309A8D025999B1A02,伏見駅A出入口,3,4,0
